Station,Date,Time,Precip,Air max,min,obs
ANTIOCH.C,19911106,800,0,78,51,59
ANTIOCH.C,19911107,800,0,76,50,57
ANTIOCH.C,19911108,800,0,69,57,65
ANTIOCH.C,19911109,800,0,74,53,58
ANTIOCH.C,19911110,800,0,71,49,53
ANTIOCH.C,19911111,800,0,72,46,48
ANTIOCH.C,19911112,800,0,73,46,62
ANTIOCH.C,19911113,800,0,63,50,53
ANTIOCH.C,19911114,800,0,64,48,50
ANTIOCH.C,19911115,800,0,64,36,42
ANTIOCH.C,19911116,800,0,65,37,57
ANTIOCH.C,19911117,800,0.11,62,50,53
ANTIOCH.C,19911118,800,0,59,43,46
ANTIOCH.C,19911119,800,0,58,46,51
ANTIOCH.C,19911120,800,0,66,49,51
ANTIOCH.C,19911121,800,0,59,42,47
ANTIOCH.C,19911122,800,0,69,39,41
ANTIOCH.C,19911123,800,0,65,39,46
ANTIOCH.C,19911124,800,0,67,44,49
ANTIOCH.C,19911125,800,0,67,41,41
ANTIOCH.C,19911126,800,0,67,41,51
ANTIOCH.C,19911127,800,0,67,41,50
ANTIOCH.C,19911128,800,0,58,37,50
ANTIOCH.C,19911129,800,0,56,43,49
ANTIOCH.C,19911130,800,0,60,48,49
ANTIOCH.C,19911201,800,0,58,45,50
ANTIOCH.C,19911202,800,0,57,33,38
ANTIOCH.C,19911203,800,0,60,34,38
ANTIOCH.C,19911204,800,0,62,35,40
ANTIOCH.C,19911205,800,0,59,32,35
ANTIOCH.C,19911206,800,0,61,34,43
ANTIOCH.C,19911207,800,0.05,57,36,52
ANTIOCH.C,19911208,800,0,61,45,46
ANTIOCH.C,19911209,800,0,60,35,40
ANTIOCH.C,19911210,800,0,61,34,36
ANTIOCH.C,19911211,800,0,55,30,48
ANTIOCH.C,19911212,800,0,45,33,37
ANTIOCH.C,19911213,800,0,44,37,38
ANTIOCH.C,19911214,800,0,43,38,39
ANTIOCH.C,19911215,800,0,41,36,37
ANTIOCH.C,19911216,800,0,40,34,35
ANTIOCH.C,19911217,800,0.02,54,34,37
ANTIOCH.C,19911218,800,0.02,62,37,53
ANTIOCH.C,19911219,800,0.1,55,40,42
ANTIOCH.C,19911220,800,0,52,36,42
ANTIOCH.C,19911221,800,0,52,34,36
ANTIOCH.C,19911222,800,0,52,34,37
ANTIOCH.C,19911223,800,0,52,34,42
ANTIOCH.C,19911224,800,0,58,37,43
ANTIOCH.C,19911225,800,0,53,35,40
ANTIOCH.C,19911226,800,0,55,38,42
ANTIOCH.C,19911227,800,0,58,39,41
ANTIOCH.C,19911228,800,0.22,57,39,47
ANTIOCH.C,19911229,800,0.69,52,46,48
ANTIOCH.C,19911230,800,0.06,53,45,47
ANTIOCH.C,19911231,800,0,55,43,43
ANTIOCH.C,19920101,800,0,54,39,45
ANTIOCH.C,19920102,800,0,51,32,32
ANTIOCH.C,19920103,800,0,47,32,40
ANTIOCH.C,19920104,800,0,57,40,43
ANTIOCH.C,19920105,800,0.46,52,43,46
ANTIOCH.C,19920106,800,0.12,49,44,45
ANTIOCH.C,19920107,800,0.11,51,44,46
ANTIOCH.C,19920108,800,0,51,36,38
ANTIOCH.C,19920109,800,0,41,30,31
ANTIOCH.C,19920110,800,0,44,31,39
ANTIOCH.C,19920111,800,0,57,38,41
ANTIOCH.C,19920112,800,0,52,37,39
ANTIOCH.C,19920113,800,0,48,29,31
ANTIOCH.C,19920114,800,0,54,31,39
ANTIOCH.C,19920115,800,0,42,38,38
ANTIOCH.C,19920116,800,0,44,38,38
ANTIOCH.C,19920117,800,0,47,38,38
ANTIOCH.C,19920118,800,0.05,54,37,40
ANTIOCH.C,19920119,800,0,40,37,38
ANTIOCH.C,19920120,800,0,39,35,36
ANTIOCH.C,19920121,800,0,43,35,35
ANTIOCH.C,19920122,800,0,43,35,35
ANTIOCH.C,19920123,800,0,36,28,33
ANTIOCH.C,19920124,800,0,40,32,33
ANTIOCH.C,19920125,800,0,51,31,33
ANTIOCH.C,19920126,800,0,58,33,40
ANTIOCH.C,19920127,800,0,46,40,44
ANTIOCH.C,19920128,800,0.19,58,42,44
ANTIOCH.C,19920129,800,0,53,40,44
ANTIOCH.C,19920130,800,0,47,38,38
ANTIOCH.C,19920131,800,0,56,36,38
ANTIOCH.C,19920201,800,0.17,60,38,51
ANTIOCH.C,19920202,800,0,61,38,46
ANTIOCH.C,19920203,800,0,64,33,34
ANTIOCH.C,19920204,800,0,62,34,43
ANTIOCH.C,19920205,800,0,57,39,39
ANTIOCH.C,19920206,800,0.09,54,39,49
ANTIOCH.C,19920207,800,0.15,58,48,51
ANTIOCH.C,19920208,800,0,62,51,53
ANTIOCH.C,19920209,800,0,58,50,52
ANTIOCH.C,19920210,800,0.22,57,49,50
ANTIOCH.C,19920211,800,0.59,65,46,47
ANTIOCH.C,19920212,800,0.99,65,47,50
ANTIOCH.C,19920213,800,0.12,63,47,49
ANTIOCH.C,19920214,800,0.01,55,45,47
ANTIOCH.C,19920215,800,0.82,58,43,44
ANTIOCH.C,19920216,800,0.23,59,43,48
ANTIOCH.C,19920217,800,0.01,58,46,48
ANTIOCH.C,19920218,800,0,61,45,47
ANTIOCH.C,19920219,800,0.36,62,47,54
ANTIOCH.C,19920220,800,0.17,64,50,55
ANTIOCH.C,19920221,800,0.01,64,51,53
ANTIOCH.C,19920222,800,0.01,65,50,51
ANTIOCH.C,19920223,800,0,66,48,59
ANTIOCH.C,19920224,800,0,68,44,46
ANTIOCH.C,19920225,800,0,72,44,53
ANTIOCH.C,19920226,800,0,73,45,49
ANTIOCH.C,19920227,800,0,71,44,49
ANTIOCH.C,19920228,800,0,68,51,
ANTIOCH.C,19920229,800,0,66,50,52
ANTIOCH.C,19920301,800,0.05,66,47,54
ANTIOCH.C,19920302,800,0.11,65,51,52
ANTIOCH.C,19920303,800,0,67,52,56
ANTIOCH.C,19920304,800,0,66,45,57
ANTIOCH.C,19920305,800,0,61,52,53
ANTIOCH.C,19920306,800,0.96,61,47,52
ANTIOCH.C,19920307,800,0,64,45,49
ANTIOCH.C,19920308,800,0,66,44,54
ANTIOCH.C,19920309,800,0,66,44,57
ANTIOCH.C,19920310,800,0,67,45,49
ANTIOCH.C,19920311,800,0,67,44,55
ANTIOCH.C,19920312,800,0,70,42,48
ANTIOCH.C,19920313,800,0,67,47,54
ANTIOCH.C,19920314,800,0.06,61,48,51
ANTIOCH.C,19920315,800,0.11,63,47,55
ANTIOCH.C,19920316,800,0.06,63,47,52
ANTIOCH.C,19920317,800,0.06,62,46,51
ANTIOCH.C,19920318,800,0,63,43,52
ANTIOCH.C,19920319,800,0,63,48,52
ANTIOCH.C,19920320,800,0,63,52,55
ANTIOCH.C,19920321,800,0,67,50,55
ANTIOCH.C,19920322,800,0.1,65,52,54
ANTIOCH.C,19920323,800,0.35,64,51,52
ANTIOCH.C,19920324,800,0,65,49,50
ANTIOCH.C,19920325,800,0,71,50,58
ANTIOCH.C,19920326,800,0,72,49,56
ANTIOCH.C,19920327,800,0,76,53,61
ANTIOCH.C,19920328,800,0,68,50,57
ANTIOCH.C,19920329,800,0,65,45,55
ANTIOCH.C,19920330,800,0,65,52,56
ANTIOCH.C,19920331,800,0,71,45,58
ANTIOCH.C,19920401,800,0,78,48,56
ANTIOCH.C,19920402,800,0,73,51,58
ANTIOCH.C,19920403,800,0,75,50,58
ANTIOCH.C,19920404,800,0,68,47,51
ANTIOCH.C,19920405,800,0,69,49,59
ANTIOCH.C,19920406,800,0,68,43,57
ANTIOCH.C,19920407,800,0,75,43,50
ANTIOCH.C,19920408,800,0,76,46,51
ANTIOCH.C,19920409,800,0,73,46,65
ANTIOCH.C,19920410,800,0,75,46,66
ANTIOCH.C,19920411,800,0,69,52,57
ANTIOCH.C,19920412,800,0.1,59,55,55
ANTIOCH.C,19920413,800,0.37,69,47,55
ANTIOCH.C,19920414,800,0,73,53,55
ANTIOCH.C,19920415,800,0,70,51,55
ANTIOCH.C,19920416,800,0,72,53,58
ANTIOCH.C,19920417,800,0,75,53,62
ANTIOCH.C,19920418,800,0,76,55,62
ANTIOCH.C,19920419,800,0,83,60,65
ANTIOCH.C,19920420,800,0,83,54,59
ANTIOCH.C,19920421,800,0,73,53,59
ANTIOCH.C,19920422,800,0,72,47,51
ANTIOCH.C,19920423,800,0,75,46,55
ANTIOCH.C,19920424,800,0,80,51,57
ANTIOCH.C,19920425,800,0,85,50,65
ANTIOCH.C,19920426,800,0,82,53,62
ANTIOCH.C,19920427,800,0,83,52,66
ANTIOCH.C,19920428,800,0,88,58,68
ANTIOCH.C,19920429,800,0,82,59,69
ANTIOCH.C,19920430,800,0,76,57,61
ANTIOCH.C,19920501,800,0,82,50,62
ANTIOCH.C,19920502,800,0,88,56,66
ANTIOCH.C,19920503,800,0,92,62,72
ANTIOCH.C,19920504,800,0,95,60,64
ANTIOCH.C,19920505,800,0,92,60,65
ANTIOCH.C,19920506,800,0,81,57,62
ANTIOCH.C,19920507,800,0,82,57,64
ANTIOCH.C,19920508,800,0,88,54,61
ANTIOCH.C,19920509,800,0,88,53,72
ANTIOCH.C,19920510,800,0,91,67,74
ANTIOCH.C,19920511,800,0,85,57,65
ANTIOCH.C,19920512,800,0,85,53,61
ANTIOCH.C,19920513,800,0,80,52,59
ANTIOCH.C,19920514,800,0,80,53,61
ANTIOCH.C,19920515,800,0,79,53,61
ANTIOCH.C,19920516,800,0,84,52,60
ANTIOCH.C,19920517,800,0,85,52,64
ANTIOCH.C,19920518,800,0,79,56,67
ANTIOCH.C,19920519,800,0,77,54,66
ANTIOCH.C,19920520,800,0,80,56,65
ANTIOCH.C,19920521,800,0,87,59,69
ANTIOCH.C,19920522,800,0,92,58,70
ANTIOCH.C,19920523,800,0,94,58,72
ANTIOCH.C,19920524,800,0,89,57,69
ANTIOCH.C,19920525,2359,0,88,52,70
ANTIOCH.C,19920526,800,0,87,60,66
ANTIOCH.C,19920527,800,0,91,58,64
ANTIOCH.C,19920528,800,0,87,57,65
ANTIOCH.C,19920529,800,0,90,58,64
ANTIOCH.C,19920530,800,0,93,59,67
ANTIOCH.C,19920531,800,0,91,57,64
ANTIOCH.C,19920601,800,0,94,56,69
ANTIOCH.C,19920602,800,0,94,60,65
ANTIOCH.C,19920603,800,0,95,59,66
ANTIOCH.C,19920604,800,0,91,56,69
ANTIOCH.C,19920605,800,0,87,59,70
ANTIOCH.C,19920606,800,0,82,56,64
ANTIOCH.C,19920607,800,0,84,56,65
ANTIOCH.C,19920608,800,0,86,55,63
ANTIOCH.C,19920609,800,0,88,55,65
ANTIOCH.C,19920610,800,0,81,59,63
ANTIOCH.C,19920611,800,0,72,56,59
ANTIOCH.C,19920612,800,0,73,55,59
ANTIOCH.C,19920613,800,0,76,55,61
ANTIOCH.C,19920614,800,0,76,55,60
ANTIOCH.C,19920615,800,0.15,72,56,57
ANTIOCH.C,19920616,800,0,83,51,58
ANTIOCH.C,19920617,800,0,86,57,65
ANTIOCH.C,19920618,800,0,87,56,65
ANTIOCH.C,19920619,800,0,90,59,67
ANTIOCH.C,19920620,800,0,98,60,68
ANTIOCH.C,19920621,800,0,94,60,69
ANTIOCH.C,19920622,800,0,87,59,65
ANTIOCH.C,19920623,800,0,93,59,68
ANTIOCH.C,19920624,800,0,91,64,69
ANTIOCH.C,19920625,800,0,83,60,66
ANTIOCH.C,19920626,800,0,85,58,65
ANTIOCH.C,19920627,800,0,82,57,67
ANTIOCH.C,19920628,800,0,78,59,62
ANTIOCH.C,19920629,800,0,75,62,68
ANTIOCH.C,19920630,800,0.07,78,57,66
ANTIOCH.C,19920701,800,0,83,57,65
ANTIOCH.C,19920702,800,0,86,55,67
ANTIOCH.C,19920703,800,0,89,59,67
ANTIOCH.C,19920704,800,0,78,61,65
ANTIOCH.C,19920705,800,0,84,59,68
ANTIOCH.C,19920706,800,0,86,58,63
ANTIOCH.C,19920707,800,0,90,54,66
ANTIOCH.C,19920708,800,0,96,61,68
ANTIOCH.C,19920709,800,0,96,66,73
ANTIOCH.C,19920710,800,0,93,68,75
ANTIOCH.C,19920711,800,0,87,65,70
ANTIOCH.C,19920712,800,0,83,60,65
ANTIOCH.C,19920713,800,0,91,63,75
ANTIOCH.C,19920714,800,0,94,65,70
ANTIOCH.C,19920715,800,0,96,65,74
ANTIOCH.C,19920716,800,0,95,61,66
ANTIOCH.C,19920717,800,0,92,62,70
ANTIOCH.C,19920718,800,0,89,60,68
ANTIOCH.C,19920719,800,0,89,61,70
ANTIOCH.C,19920720,800,0,89,59,66
ANTIOCH.C,19920721,800,0,91,60,67
ANTIOCH.C,19920722,800,0,86,62,72
ANTIOCH.C,19920723,800,0,91,60,73
ANTIOCH.C,19920724,800,0,92,60,68
ANTIOCH.C,19920725,800,0,94,59,68
ANTIOCH.C,19920726,800,0,93,56,66
ANTIOCH.C,19920727,800,0,100,62,86
ANTIOCH.C,19920728,800,0,100,64,82
ANTIOCH.C,19920729,800,0,91,57,66
ANTIOCH.C,19920730,800,0,88,56,64
ANTIOCH.C,19920731,800,0,90,51,62
ANTIOCH.C,19920801,800,0,93,56,63
ANTIOCH.C,19920802,800,0,100,61,71
ANTIOCH.C,19920803,800,0,95,59,67
ANTIOCH.C,19920804,800,0,97,60,68
ANTIOCH.C,19920805,800,0,90,57,68
ANTIOCH.C,19920806,800,0,91,60,61
ANTIOCH.C,19920807,800,0,90,61,70
ANTIOCH.C,19920808,800,0,90,65,71
ANTIOCH.C,19920809,800,0,96,59,66
ANTIOCH.C,19920810,800,0,102,64,66
ANTIOCH.C,19920811,800,0,102,64,69
ANTIOCH.C,19920812,800,0,99,67,69
ANTIOCH.C,19920813,800,0,98,63,64
ANTIOCH.C,19920814,800,0,96,63,73
ANTIOCH.C,19920815,800,0,97,67,72
ANTIOCH.C,19920816,800,0,101,67,73
ANTIOCH.C,19920817,800,0,96,61,65
ANTIOCH.C,19920818,800,0,99,59,70
ANTIOCH.C,19920819,800,0,104,64,70
ANTIOCH.C,19920820,800,0,101,62,77
ANTIOCH.C,19920821,800,0,88,71,80
ANTIOCH.C,19920822,800,0,88,57,69
ANTIOCH.C,19920823,800,0,93,57,71
ANTIOCH.C,19920824,800,0,92,58,68
ANTIOCH.C,19920825,800,0,87,56,64
ANTIOCH.C,19920826,800,0,96,58,70
ANTIOCH.C,19920827,800,0,95,58,65
ANTIOCH.C,19920828,800,0,90,60,65
ANTIOCH.C,19920829,800,0,82,60,68
ANTIOCH.C,19920830,800,0,77,59,64
ANTIOCH.C,19920831,800,0,85,54,58
ANTIOCH.C,19920901,800,0,87,57,59
ANTIOCH.C,19920902,800,0,85,59,67
ANTIOCH.C,19920903,800,0,76,58,63
ANTIOCH.C,19920904,800,0,88,52,62
ANTIOCH.C,19920905,800,0,90,56,65
ANTIOCH.C,19920906,800,0,90,58,70
ANTIOCH.C,19920907,800,0,91,59,66
ANTIOCH.C,19920908,800,0,93,56,63
ANTIOCH.C,19920909,800,0,91,58,64
ANTIOCH.C,19920910,800,0,80,57,63
ANTIOCH.C,19920911,800,0,81,57,62
ANTIOCH.C,19920912,800,0,87,56,61
ANTIOCH.C,19920913,800,0,89,61,70
ANTIOCH.C,19920914,800,0,84,54,60
ANTIOCH.C,19920915,800,0,84,51,57
ANTIOCH.C,19920916,800,0,84,51,66
ANTIOCH.C,19920917,800,0,84,56,63
ANTIOCH.C,19920918,800,0,91,55,56
ANTIOCH.C,19920919,800,0,93,55,63
ANTIOCH.C,19920920,800,0,94,57,60
ANTIOCH.C,19920921,800,0,89,56,64
ANTIOCH.C,19920922,800,0,82,57,61
ANTIOCH.C,19920923,800,0,88,60,67
ANTIOCH.C,19920924,800,0,84,64,68
ANTIOCH.C,19920925,800,0,89,65,71
ANTIOCH.C,19920926,800,0,93,64,71
ANTIOCH.C,19920927,800,0,95,58,64
ANTIOCH.C,19920928,800,0,95,59,61
ANTIOCH.C,19920929,800,0,86,61,70
ANTIOCH.C,19920930,800,0,82,59,63
ANTIOCH.C,19921001,800,0,77,62,64
ANTIOCH.C,19921002,800,0,73,58,60
ANTIOCH.C,19921003,800,0,79,55,63
ANTIOCH.C,19921004,800,0,86,58,67
ANTIOCH.C,19921005,800,0,87,57,60
ANTIOCH.C,19921006,800,0,91,61,
ANTIOCH.C,19921007,800,0,90,64,68
ANTIOCH.C,19921008,800,0,89,60,67
ANTIOCH.C,19921009,800,0,94,61,70
ANTIOCH.C,19921010,800,0,90,59,66
ANTIOCH.C,19921011,800,0,92,60,63
ANTIOCH.C,19921012,800,0,86,57,65
ANTIOCH.C,19921013,800,0,82,53,58
ANTIOCH.C,19921014,800,0,76,57,60
ANTIOCH.C,19921015,800,0,74,50,56
ANTIOCH.C,19921016,800,0,77,51,53
ANTIOCH.C,19921017,800,0,80,49,55
ANTIOCH.C,19921018,800,0,76,55,56
ANTIOCH.C,19921019,800,0,78,54,64
ANTIOCH.C,19921020,800,0,78,54,57
ANTIOCH.C,19921021,800,0.08,76,56,60
ANTIOCH.C,19921022,800,0,78,57,60
ANTIOCH.C,19921023,800,0,77,51,54
ANTIOCH.C,19921024,800,0,76,53,55
ANTIOCH.C,19921025,800,0,74,54,64
ANTIOCH.C,19921026,800,0,76,57,60
ANTIOCH.C,19921027,800,0,77,58,62
ANTIOCH.C,19921028,800,0,68,55,60
ANTIOCH.C,19921029,800,0.14,62,54,56
ANTIOCH.C,19921030,800,0.24,69,56,62
ANTIOCH.C,19921031,800,0,71,54,57
ANTIOCH.C,19921101,800,0,75,57,64
ANTIOCH.C,19921102,800,0,77,63,70
ANTIOCH.C,19921103,800,0,74,61,67
ANTIOCH.C,19921104,800,0,72,53,65
ANTIOCH.C,19921105,800,0,76,54,63
ANTIOCH.C,19921106,800,0,73,49,56
ANTIOCH.C,19921107,800,0,74,50,58
ANTIOCH.C,19921108,800,0,68,49,56
ANTIOCH.C,19921109,800,0,65,44,49
ANTIOCH.C,19921110,800,0,64,48,52
ANTIOCH.C,19921111,800,0,63,38,50
ANTIOCH.C,19921112,800,0,64,41,48
ANTIOCH.C,19921113,800,0,66,40,41
ANTIOCH.C,19921114,800,0,68,41,45
ANTIOCH.C,19921115,800,0,69,45,50
ANTIOCH.C,19921116,800,0,69,45,47
ANTIOCH.C,19921117,800,0,68,47,57
ANTIOCH.C,19921118,800,0,70,51,55
ANTIOCH.C,19921119,800,0,55,48,54
ANTIOCH.C,19921120,800,0.1,60,45,46
ANTIOCH.C,19921121,800,0,60,40,41
ANTIOCH.C,19921122,800,0.02,54,41,48
ANTIOCH.C,19921123,800,0,60,39,43
ANTIOCH.C,19921124,800,0,51,39,42
ANTIOCH.C,19921125,800,0,59,42,46
ANTIOCH.C,19921126,800,0,60,42,44
ANTIOCH.C,19921127,800,0,67,43,55
ANTIOCH.C,19921128,800,0,65,50,53
ANTIOCH.C,19921129,800,0,62,43,45
ANTIOCH.C,19921130,800,0,62,35,39
ANTIOCH.C,19921201,800,0,64,39,44
ANTIOCH.C,19921202,800,0,57,38,42
ANTIOCH.C,19921203,800,0.51,56,41,46
ANTIOCH.C,19921204,800,0,60,45,49
ANTIOCH.C,19921205,800,0,55,33,37
ANTIOCH.C,19921206,800,0.35,55,36,46
ANTIOCH.C,19921207,800,0.51,56,36,47
ANTIOCH.C,19921208,800,0,56,42,44
ANTIOCH.C,19921209,800,0.5,62,44,49
ANTIOCH.C,19921210,800,0.13,63,48,52
ANTIOCH.C,19921211,800,0.38,56,41,51
ANTIOCH.C,19921212,800,0,55,40,50
ANTIOCH.C,19921213,800,0,57,44,45
ANTIOCH.C,19921214,800,0,53,34,36
ANTIOCH.C,19921215,800,0,57,34,44
ANTIOCH.C,19921216,800,0,50,29,30
ANTIOCH.C,19921217,800,0.12,52,30,44
ANTIOCH.C,19921218,800,0.12,52,35,38
ANTIOCH.C,19921219,800,0,47,33,36
ANTIOCH.C,19921220,800,0,50,34,38
ANTIOCH.C,19921221,800,0,52,38,43
ANTIOCH.C,19921222,800,0,51,37,40
ANTIOCH.C,19921223,800,0,39,31,34
ANTIOCH.C,19921224,800,0,38,34,36
ANTIOCH.C,19921225,800,0,36,33,34
ANTIOCH.C,19921226,800,0,35,33,33
ANTIOCH.C,19921227,800,0,43,33,34
ANTIOCH.C,19921228,800,0.19,53,33,43
ANTIOCH.C,19921229,800,0.74,53,43,48
ANTIOCH.C,19921230,800,0.21,55,36,38
ANTIOCH.C,19921231,800,0,53,38,41
ANTIOCH.C,19930101,800,0.6,53,41,46
ANTIOCH.C,19930102,800,0.09,48,37,41
ANTIOCH.C,19930103,800,0,48,32,32
ANTIOCH.C,19930104,800,0,46,26,26
ANTIOCH.C,19930105,800,0,41,26,30
ANTIOCH.C,19930106,800,0.21,51,30,39
ANTIOCH.C,19930107,800,0.79,53,39,45
ANTIOCH.C,19930108,800,0.52,54,39,43
ANTIOCH.C,19930109,800,0.13,54,39,41
ANTIOCH.C,19930110,800,0,52,36,38
ANTIOCH.C,19930111,800,0.02,46,32,35
ANTIOCH.C,19930112,800,0,50,33,34
ANTIOCH.C,19930113,800,2.08,63,34,50
ANTIOCH.C,19930114,800,0.68,63,47,59
ANTIOCH.C,19930115,800,0.06,56,42,47
ANTIOCH.C,19930116,800,0.15,56,44,44
ANTIOCH.C,19930117,800,0.03,48,42,44
ANTIOCH.C,19930118,800,0.88,56,43,47
ANTIOCH.C,19930119,800,0,54,44,47
ANTIOCH.C,19930120,800,0.11,65,47,54
ANTIOCH.C,19930121,800,0.46,63,51,52
ANTIOCH.C,19930122,800,0.16,58,47,48
ANTIOCH.C,19930123,800,0,60,38,45
ANTIOCH.C,19930124,800,0,59,41,43
ANTIOCH.C,19930125,800,0,55,38,40
ANTIOCH.C,19930126,800,0,60,31,34
ANTIOCH.C,19930127,800,0,46,34,42
ANTIOCH.C,19930128,800,0,52,38,40
ANTIOCH.C,19930129,800,0,64,39,41
ANTIOCH.C,19930130,800,0,62,41,50
ANTIOCH.C,19930131,800,0,60,35,39
ANTIOCH.C,19930201,800,0,56,37,39
ANTIOCH.C,19930202,800,0,56,39,40
ANTIOCH.C,19930203,800,0,55,39,47
ANTIOCH.C,19930204,800,0,66,43,47
ANTIOCH.C,19930205,800,0.07,65,47,52
ANTIOCH.C,19930206,800,0,62,49,50
ANTIOCH.C,19930207,800,0,58,47,50
ANTIOCH.C,19930208,800,0.59,57,50,54
ANTIOCH.C,19930209,800,0.74,60,46,49
ANTIOCH.C,19930210,800,0.01,60,44,45
ANTIOCH.C,19930211,800,0.03,60,45,51
ANTIOCH.C,19930212,800,0,58,42,48
ANTIOCH.C,19930213,800,0,59,43,46
ANTIOCH.C,19930214,800,0,61,43,46
ANTIOCH.C,19930215,800,0,63,39,44
ANTIOCH.C,19930216,800,0,56,40,45
ANTIOCH.C,19930217,800,0,57,45,47
ANTIOCH.C,19930218,800,0.23,57,43,44
ANTIOCH.C,19930219,800,0.81,63,44,53
ANTIOCH.C,19930220,800,0.52,58,41,46
ANTIOCH.C,19930221,800,0.08,60,43,45
ANTIOCH.C,19930222,800,0.01,54,42,44
ANTIOCH.C,19930223,800,0.06,57,43,52
ANTIOCH.C,19930224,800,0.17,57,43,44
ANTIOCH.C,19930225,800,0,53,39,43
ANTIOCH.C,19930226,800,0.41,53,41,43
ANTIOCH.C,19930227,800,0.03,59,40,44
ANTIOCH.C,19930228,800,0,58,37,42
ANTIOCH.C,19930301,800,0,60,41,47
ANTIOCH.C,19930302,800,0,64,45,52
ANTIOCH.C,19930303,800,0,64,51,52
ANTIOCH.C,19930304,800,0,68,48,55
ANTIOCH.C,19930305,800,0,72,46,52
ANTIOCH.C,19930306,800,0,73,46,51
ANTIOCH.C,19930307,800,0,74,47,52
ANTIOCH.C,19930308,800,0,75,52,55
ANTIOCH.C,19930309,800,0,69,52,55
ANTIOCH.C,19930310,800,0,68,49,61
ANTIOCH.C,19930311,800,0,73,49,57
ANTIOCH.C,19930312,800,0,74,51,56
ANTIOCH.C,19930313,800,0,74,56,58
ANTIOCH.C,19930314,800,0.08,70,53,58
ANTIOCH.C,19930315,800,0,69,51,56
ANTIOCH.C,19930316,800,0,67,53,57
ANTIOCH.C,19930317,800,0.6,69,56,59
ANTIOCH.C,19930318,800,0,69,50,56
ANTIOCH.C,19930319,800,0,67,49,56
ANTIOCH.C,19930320,800,0,70,46,58
ANTIOCH.C,19930321,800,0,75,48,57
ANTIOCH.C,19930322,800,0,72,46,55
ANTIOCH.C,19930323,800,0.03,61,53,56
ANTIOCH.C,19930324,800,0.35,63,46,54
ANTIOCH.C,19930325,800,0,63,46,52
ANTIOCH.C,19930326,800,0.18,63,46,50
ANTIOCH.C,19930327,800,0.33,57,46,52
ANTIOCH.C,19930328,800,0.38,64,47,50
ANTIOCH.C,19930329,800,0,66,46,52
ANTIOCH.C,19930330,800,0,68,48,55
ANTIOCH.C,19930331,800,0.03,64,43,50
ANTIOCH.C,19930401,800,0,67,46,58
ANTIOCH.C,19930402,800,0,66,49,58
ANTIOCH.C,19930403,800,0,66,43,55
ANTIOCH.C,19930404,800,0,66,48,50
ANTIOCH.C,19930405,800,0,69,49,53
ANTIOCH.C,19930406,800,0,75,50,56
ANTIOCH.C,19930407,800,0,75,49,52
ANTIOCH.C,19930408,800,0,67,49,53
ANTIOCH.C,19930409,800,0,69,52,57
ANTIOCH.C,19930410,800,0,65,48,54
ANTIOCH.C,19930411,800,0,67,49,52
ANTIOCH.C,19930412,800,0,71,48,51
ANTIOCH.C,19930413,800,0,72,46,58
ANTIOCH.C,19930414,800,0,70,47,59
ANTIOCH.C,19930415,800,0,68,56,59
ANTIOCH.C,19930416,800,0,67,46,46
ANTIOCH.C,19930417,800,0.12,65,46,53
ANTIOCH.C,19930418,800,0.05,66,45,59
ANTIOCH.C,19930419,800,0,72,50,58
ANTIOCH.C,19930420,800,0,78,47,51
ANTIOCH.C,19930421,800,0,72,51,59
ANTIOCH.C,19930422,800,0,68,52,54
ANTIOCH.C,19930423,800,0,63,53,56
ANTIOCH.C,19930424,800,0.02,69,46,59
ANTIOCH.C,19930425,800,0,74,51,64
ANTIOCH.C,19930426,800,0,75,49,58
ANTIOCH.C,19930427,800,0,77,48,60
ANTIOCH.C,19930428,800,0,85,55,62
ANTIOCH.C,19930429,800,0,86,62,68
ANTIOCH.C,19930430,800,0,84,59,70
ANTIOCH.C,19930501,800,0,87,65,71
ANTIOCH.C,19930502,800,0,83,63,71
ANTIOCH.C,19930503,800,0,69,58,63
ANTIOCH.C,19930504,800,0.02,73,50,56
ANTIOCH.C,19930505,800,0,79,49,61
ANTIOCH.C,19930506,800,0,72,57,59
ANTIOCH.C,19930507,800,0,75,54,61
ANTIOCH.C,19930508,800,0,78,50,58
ANTIOCH.C,19930509,800,0,88,51,53
ANTIOCH.C,19930510,800,0,84,53,75
ANTIOCH.C,19930511,800,0,66,50,58
ANTIOCH.C,19930512,800,0,68,42,54
ANTIOCH.C,19930513,800,0.1,73,49,56
ANTIOCH.C,19930514,800,0,74,52,58
ANTIOCH.C,19930515,800,0,77,55,61
ANTIOCH.C,19930516,800,0,84,50,61
ANTIOCH.C,19930517,800,0,78,53,64
ANTIOCH.C,19930518,800,0,79,51,58
ANTIOCH.C,19930519,800,0,81,57,65
ANTIOCH.C,19930520,800,0,76,58,65
ANTIOCH.C,19930521,800,0,78,53,63
ANTIOCH.C,19930522,800,0,85,56,58
ANTIOCH.C,19930523,800,0,78,55,68
ANTIOCH.C,19930524,800,0,71,53,58
ANTIOCH.C,19930525,800,0.27,74,57,59
ANTIOCH.C,19930526,800,0.03,75,56,63
ANTIOCH.C,19930527,800,0,74,59,68
ANTIOCH.C,19930528,800,0,75,51,66
ANTIOCH.C,19930529,800,0,80,55,63
ANTIOCH.C,19930530,800,0,72,62,68
ANTIOCH.C,19930531,800,0.08,77,61,61
